3,1,12,0,9,"(anonymous)@21-29@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-13/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-13/test/CryptoZombies.js","(anonymous)","(anonymous)",21,29
8,1,97,0,8,"(anonymous)@31-38@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-13/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-13/test/CryptoZombies.js","(anonymous)","(anonymous)",31,38
8,1,97,0,8,"(anonymous)@39-46@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-13/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-13/test/CryptoZombies.js","(anonymous)","(anonymous)",39,46
4,1,22,0,18,"(anonymous)@30-47@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-13/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-13/test/CryptoZombies.js","(anonymous)","(anonymous)",30,47
10,1,126,0,10,"(anonymous)@48-57@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-13/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-13/test/CryptoZombies.js","(anonymous)","(anonymous)",48,57
10,1,73,0,53,"(anonymous)@6-58@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-13/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-13/test/CryptoZombies.js","(anonymous)","(anonymous)",6,58
2,1,2,0,3,"(anonymous)@3-5@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-2/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-2/test/CryptoZombies.js","(anonymous)","(anonymous)",3,5
3,1,11,0,5,"(anonymous)@2-6@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-2/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-2/test/CryptoZombies.js","(anonymous)","(anonymous)",2,6
6,1,66,0,6,"(anonymous)@5-10@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-5/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-5/test/CryptoZombies.js","(anonymous)","(anonymous)",5,10
4,1,21,0,9,"(anonymous)@3-11@/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-5/test/CryptoZombies.js","/Users/casper/PycharmProjects/semantic-search/2/temp/lesson-11/chapter-5/test/CryptoZombies.js","(anonymous)","(anonymous)",3,11
